
# host                  id     x     y     z stress   t_real     t_cpu     t_mem      t_io       cpu util  eff  load       mem        io
boskop            EMU.2560  2560  2560   250     0    144.94    141.40     11.79     12.16  90775.35 0.47 0.75  1.25   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     0    144.29    140.76     11.93     12.23  90770.61 0.47 0.75  1.32   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     0    144.67    141.13     11.44     12.23  90787.46 0.47 0.75  1.22   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     0    142.68    139.15     11.53     12.13  90803.42 0.48 0.76  1.17   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     0    145.43    141.90     11.94     12.16  90771.09 0.47 0.75  1.23   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     0    144.59    141.06     11.95     12.16  90806.77 0.47 0.75  1.15   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     0    144.88    141.34     11.94     12.19  90953.14 0.47 0.75  1.19   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     0    144.69    141.15     11.91     12.23  90807.55 0.47 0.75  1.56   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     0    143.60    140.07     11.92     12.19  90943.03 0.47 0.75  1.51   2001.23   1438.00
boskop       MEAN_EMU.2560  2560  2560   250     0    144.47    140.93     11.83     12.19  90837.78 0.47 0.75  1.28   2001.23   1438.00
boskop        STD_EMU.2560  2560  2560   250     0      0.75      0.75      0.18      0.04     75.91 0.00 0.00  0.14      0.00      0.00
boskop       STAT_EMU.2560  2560  2560   250     0    144.47      0.75    140.93      0.75     11.83      0.18     12.19      0.04  90837.78     75.91 0.47 0.00 0.75 0.00  1.28  0.14   2001.23      0.00   1438.00      0.00

boskop       STAT_EXE.2560  2560  2560   250     1    150.90      0.89
boskop            PRO.2560  2560  2560   250     1    152.28 --------- --------- ---------  92650.52 0.45 0.82  2.35   1871.84   1437.55
boskop            PRO.2560  2560  2560   250     1    154.46 --------- --------- ---------  92854.26 0.45 0.81  2.14   2016.02   1437.55
boskop            PRO.2560  2560  2560   250     1    152.20 --------- --------- ---------  92731.51 0.46 0.82  2.29   2016.02   1437.55
boskop            PRO.2560  2560  2560   250     1    154.09 --------- --------- ---------  92968.98 0.45 0.81  2.19   2016.02   1437.55
boskop            PRO.2560  2560  2560   250     1    153.55 --------- --------- ---------  92633.70 0.45 0.82  2.29   2016.02   1437.55
boskop            PRO.2560  2560  2560   250     1    155.20 --------- --------- ---------  92770.99 0.45 0.81  2.29   2016.02   1437.55
boskop            PRO.2560  2560  2560   250     1    155.54 --------- --------- ---------  92643.47 0.45 0.81  2.17   2016.02   1437.55
boskop            PRO.2560  2560  2560   250     1    155.53 --------- --------- ---------  92840.43 0.45 0.82  2.12   2016.02   1437.55
boskop            PRO.2560  2560  2560   250     1    153.23 --------- --------- ---------  92770.07 0.45 0.82  2.03   2016.02   1437.55
boskop            PRO.2560  2560  2560   250     1    154.93 --------- --------- ---------  92925.31 0.45 0.81  2.06   2016.02   1437.55
boskop       MEAN_PRO.2560  2560  2560   250     1    154.10 --------- --------- ---------  92778.92 0.45 0.82  2.19   2001.60   1437.55
boskop        STD_PRO.2560  2560  2560   250     1      1.19 --------- --------- ---------    111.95 0.00 0.00  0.10     43.25      0.00
boskop       STAT_PRO.2560  2560  2560   250     1    154.10      1.19 --------- --------- --------- --------- --------- ---------  92778.92    111.95 0.45 0.00 0.82 0.00  2.19  0.10   2001.60     43.25   1437.55      0.00
boskop            EMU.2560  2560  2560   250     1    144.62    141.06     12.02     12.53  90893.52 0.47 0.75  2.18   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     1    145.40    141.87     12.32     12.60  90722.83 0.47 0.75  2.18   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     1    143.82    140.30     12.05     12.50  90750.85 0.47 0.75  2.18   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     1    144.36    140.83     12.17     12.38  90758.84 0.47 0.75  2.08   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     1    143.98    140.45     11.98     12.33  90717.20 0.47 0.75  2.04   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     1    144.87    141.34     12.27     12.28  90727.93 0.47 0.75  2.04   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     1    144.94    141.42     12.05     12.22  90882.31 0.47 0.75  2.05   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     1    144.66    141.14     12.04     12.30  90905.67 0.47 0.75  2.06   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     1    144.96    141.43     11.94     12.25  90744.35 0.47 0.75  2.04   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     1    143.93    140.40     12.22     12.10  90733.11 0.47 0.75  2.08   2001.23   1438.00
boskop       MEAN_EMU.2560  2560  2560   250     1    144.55    141.02     12.11     12.35  90783.66 0.47 0.75  2.09   2001.23   1438.00
boskop        STD_EMU.2560  2560  2560   250     1      0.49      0.49      0.12      0.15     73.28 0.00 0.00  0.06      0.00      0.00
boskop       STAT_EMU.2560  2560  2560   250     1    144.55      0.49    141.02      0.49     12.11      0.12     12.35      0.15  90783.66     73.28 0.47 0.00 0.75 0.00  2.09  0.06   2001.23      0.00   1438.00      0.00

boskop       STAT_EXE.2560  2560  2560   250     2    149.68      0.69
boskop            PRO.2560  2560  2560   250     2    154.35 --------- --------- ---------  92778.95 0.45 0.82  3.22   2016.00   1437.55
boskop            PRO.2560  2560  2560   250     2    153.70 --------- --------- ---------  92731.96 0.45 0.82  3.13   2016.00   1437.55
boskop            PRO.2560  2560  2560   250     2    154.17 --------- --------- ---------  92607.65 0.45 0.82  3.13   2016.00   1437.55
boskop            PRO.2560  2560  2560   250     2    153.94 --------- --------- ---------  92671.73 0.45 0.82  3.07   2016.00   1437.55
boskop            PRO.2560  2560  2560   250     2    154.16 --------- --------- ---------  92619.68 0.45 0.82  3.12   2016.00   1437.55
boskop            PRO.2560  2560  2560   250     2    155.20 --------- --------- ---------  92724.81 0.45 0.82  3.28   2016.00   1437.55
boskop            PRO.2560  2560  2560   250     2    153.77 --------- --------- ---------  92718.80 0.45 0.82  3.33   2016.00   1437.55
boskop            PRO.2560  2560  2560   250     2    153.63 --------- --------- ---------  92671.33 0.45 0.82  3.24   2016.00   1437.55
boskop            PRO.2560  2560  2560   250     2    154.20 --------- --------- ---------  92706.98 0.45 0.82  3.24   2016.00   1437.55
boskop            PRO.2560  2560  2560   250     2    155.03 --------- --------- ---------  92708.71 0.45 0.82  3.07   2016.00   1437.55
boskop       MEAN_PRO.2560  2560  2560   250     2    154.22 --------- --------- ---------  92694.06 0.45 0.82  3.18   2016.00   1437.55
boskop        STD_PRO.2560  2560  2560   250     2      0.50 --------- --------- ---------     49.60 0.00 0.00  0.09      0.00      0.00
boskop       STAT_PRO.2560  2560  2560   250     2    154.22      0.50 --------- --------- --------- --------- --------- ---------  92694.06     49.60 0.45 0.00 0.82 0.00  3.18  0.09   2016.00      0.00   1437.55      0.00
boskop            EMU.2560  2560  2560   250     2    147.07    143.54     13.39     12.31  90691.38 0.46 0.75  3.07   2016.45   1438.00
boskop            EMU.2560  2560  2560   250     2    147.73    144.20     13.64     12.38  90724.18 0.46 0.75  3.05   2016.44   1438.00
boskop            EMU.2560  2560  2560   250     2    146.80    143.27     13.82     12.36  90713.84 0.46 0.75  2.98   2016.45   1438.00
boskop            EMU.2560  2560  2560   250     2    145.80    142.27     13.81     12.37  90742.07 0.47 0.75  3.13   2016.45   1438.00
boskop            EMU.2560  2560  2560   250     2    145.65    142.12     13.29     12.27  90687.20 0.47 0.75  3.08   2016.45   1438.00
boskop            EMU.2560  2560  2560   250     2    146.84    143.31     13.81     12.26  90875.32 0.46 0.75  3.05   2016.45   1438.00
boskop            EMU.2560  2560  2560   250     2    146.89    143.36     13.42     12.22  90876.96 0.46 0.75  3.06   2016.45   1438.00
boskop            EMU.2560  2560  2560   250     2    146.73    143.20     13.92     12.21  90882.16 0.46 0.75  3.07   2016.45   1438.00
boskop            EMU.2560  2560  2560   250     2    147.19    143.66     13.82     12.30  90696.03 0.46 0.75  3.06   2016.45   1438.00
boskop            EMU.2560  2560  2560   250     2    146.10    142.57     13.87     12.28  90873.07 0.46 0.75  3.10   2016.45   1438.00
boskop       MEAN_EMU.2560  2560  2560   250     2    146.68    143.15     13.68     12.30  90776.22 0.46 0.75  3.06   2016.44   1438.00
boskop        STD_EMU.2560  2560  2560   250     2      0.61      0.61      0.22      0.06     83.60 0.00 0.00  0.04      0.00      0.00
boskop       STAT_EMU.2560  2560  2560   250     2    146.68      0.61    143.15      0.61     13.68      0.22     12.30      0.06  90776.22     83.60 0.46 0.00 0.75 0.00  3.06  0.04   2016.44      0.00   1438.00      0.00

boskop            EXE.2560  2560  2560   250     3    178.21
boskop            EXE.2560  2560  2560   250     3    174.44
boskop            EXE.2560  2560  2560   250     3    175.39
boskop            EXE.2560  2560  2560   250     3    176.70
boskop            EXE.2560  2560  2560   250     3    177.88
boskop            EXE.2560  2560  2560   250     3    176.99
boskop            EXE.2560  2560  2560   250     3    174.65
boskop            EXE.2560  2560  2560   250     3    178.00
boskop            EXE.2560  2560  2560   250     3    175.12
boskop       STAT_EXE.2560  2560  2560   250     3    176.49      1.39
boskop            PRO.2560  2560  2560   250     3    177.01 --------- --------- ---------  92613.10 0.39 0.83  4.18   1872.01   1437.55
boskop            PRO.2560  2560  2560   250     3    177.01 --------- --------- ---------  92613.10 0.39 0.83  4.18   1872.01   1437.55
boskop            PRO.2560  2560  2560   250     3    177.73 --------- --------- ---------  92931.03 0.39 0.82  4.12   2016.02   1437.55
boskop            PRO.2560  2560  2560   250     3    177.73 --------- --------- ---------  92931.03 0.39 0.82  4.12   2016.02   1437.55
boskop            PRO.2560  2560  2560   250     3    176.76 --------- --------- ---------  92712.10 0.39 0.82  4.12   2016.02   1437.55
boskop            PRO.2560  2560  2560   250     3    176.76 --------- --------- ---------  92712.10 0.39 0.82  4.12   2016.02   1437.55
boskop            PRO.2560  2560  2560   250     3    180.85 --------- --------- ---------  92882.41 0.38 0.82  4.16   2016.02   1437.55
boskop            PRO.2560  2560  2560   250     3    180.85 --------- --------- ---------  92882.41 0.38 0.82  4.16   2016.02   1437.55
boskop            PRO.2560  2560  2560   250     3    176.18 --------- --------- ---------  92638.06 0.39 0.82  4.24   2016.02   1437.55
boskop            PRO.2560  2560  2560   250     3    176.18 --------- --------- ---------  92638.06 0.39 0.82  4.24   2016.02   1437.55
boskop            PRO.2560  2560  2560   250     3    181.54 --------- --------- ---------  92910.62 0.38 0.82  4.14   2016.02   1437.55
boskop            PRO.2560  2560  2560   250     3    181.54 --------- --------- ---------  92910.62 0.38 0.82  4.14   2016.02   1437.55
boskop            PRO.2560  2560  2560   250     3    176.10 --------- --------- ---------  92661.51 0.39 0.82  4.18   2016.02   1437.55
boskop            PRO.2560  2560  2560   250     3    176.10 --------- --------- ---------  92661.51 0.39 0.82  4.18   2016.02   1437.55
boskop            PRO.2560  2560  2560   250     3    177.80 --------- --------- ---------  92970.20 0.39 0.82  4.17   2016.02   1437.55
boskop            PRO.2560  2560  2560   250     3    177.80 --------- --------- ---------  92970.20 0.39 0.82  4.17   2016.02   1437.55
boskop            PRO.2560  2560  2560   250     3    179.61 --------- --------- ---------  92723.96 0.39 0.82  4.07   2016.02   1437.55
boskop            PRO.2560  2560  2560   250     3    179.61 --------- --------- ---------  92723.96 0.39 0.82  4.07   2016.02   1437.55
boskop            PRO.2560  2560  2560   250     3    180.04 --------- --------- ---------  92887.41 0.39 0.82  4.08   2016.02   1437.55
boskop       MEAN_PRO.2560  2560  2560   250     3    178.36 --------- --------- ---------  92793.04 0.39 0.82  4.15   2001.62   1437.55
boskop        STD_PRO.2560  2560  2560   250     3      1.89 --------- --------- ---------    128.91 0.00 0.00  0.05     43.20      0.00
boskop       STAT_PRO.2560  2560  2560   250     3    178.36      1.89 --------- --------- --------- --------- --------- ---------  92793.04    128.91 0.39 0.00 0.82 0.00  4.15  0.05   2001.62     43.20   1437.55      0.00
boskop            PRO.2560  2560  2560   250     3    180.04 --------- --------- ---------  92887.41 0.39 0.82  4.08   2016.02   1437.55
boskop       MEAN_PRO.2560  2560  2560   250     3    178.36 --------- --------- ---------  92793.04 0.39 0.82  4.15   2001.62   1437.55
boskop        STD_PRO.2560  2560  2560   250     3      1.89 --------- --------- ---------    128.91 0.00 0.00  0.05     43.20      0.00
boskop       STAT_PRO.2560  2560  2560   250     3    178.36      1.89 --------- --------- --------- --------- --------- ---------  92793.04    128.91 0.39 0.00 0.82 0.00  4.15  0.05   2001.62     43.20   1437.55      0.00
boskop            EMU.2560  2560  2560   250     3    171.28    167.75     13.37     12.29  90834.29 0.40 0.75  4.04   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     3    171.28    167.75     13.37     12.29  90834.29 0.40 0.75  4.04   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     3    171.54    168.01     13.74     12.35  90810.93 0.40 0.75  4.09   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     3    171.54    168.01     13.74     12.35  90810.93 0.40 0.75  4.09   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     3    171.43    167.89     13.23     12.24  90894.15 0.40 0.75  4.04   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     3    171.43    167.89     13.23     12.24  90894.15 0.40 0.75  4.04   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     3    171.60    168.07     13.72     12.36  90889.01 0.40 0.75  4.12   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     3    171.60    168.07     13.72     12.36  90889.01 0.40 0.75  4.12   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     3    171.97    168.43     13.82     12.36  90912.59 0.40 0.75  4.26   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     3    171.97    168.43     13.82     12.36  90912.59 0.40 0.75  4.26   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     3    171.97    168.43     13.51     12.36  90856.06 0.39 0.75  4.16   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     3    171.97    168.43     13.51     12.36  90856.06 0.39 0.75  4.16   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     3    171.15    167.62     13.54     12.22  90888.03 0.40 0.75  4.04   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     3    171.15    167.62     13.54     12.22  90888.03 0.40 0.75  4.04   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     3    171.34    167.80     13.71     12.36  90869.60 0.40 0.75  4.05   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     3    171.34    167.80     13.71     12.36  90869.60 0.40 0.75  4.05   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     3    171.47    167.93     13.76     12.22  90893.19 0.40 0.75  4.05   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     3    171.47    167.93     13.76     12.22  90893.19 0.40 0.75  4.05   2001.23   1438.00
boskop            EMU.2560  2560  2560   250     3    171.05    167.51     13.54     12.22  90823.74 0.40 0.75  4.41   2001.23   1438.00
boskop       MEAN_EMU.2560  2560  2560   250     3    171.48    167.94     13.59     12.30  90867.16 0.40 0.75  4.13   2001.23   1438.00
boskop        STD_EMU.2560  2560  2560   250     3      0.29      0.29      0.18      0.06     32.62 0.00 0.00  0.12      0.00      0.00
boskop       STAT_EMU.2560  2560  2560   250     3    171.48      0.29    167.94      0.29     13.59      0.18     12.30      0.06  90867.16     32.62 0.40 0.00 0.75 0.00  4.13  0.12   2001.23      0.00   1438.00      0.00

boskop            EXE.2560  2560  2560   250     4    171.02
boskop            EXE.2560  2560  2560   250     4    171.20
boskop            EXE.2560  2560  2560   250     4    172.13
boskop            EXE.2560  2560  2560   250     4    172.21
boskop            EXE.2560  2560  2560   250     4    173.72
boskop            EXE.2560  2560  2560   250     4    172.53
boskop            EXE.2560  2560  2560   250     4    172.45
boskop            EXE.2560  2560  2560   250     4    173.22
boskop            EXE.2560  2560  2560   250     4    173.17
boskop            EXE.2560  2560  2560   250     4    172.64
boskop       STAT_EXE.2560  2560  2560   250     4    172.43      0.81
boskop            EMU.2560  2560  2560   250     3    171.05    167.51     13.54     12.22  90823.74 0.40 0.75  4.41   2001.23   1438.00
boskop       MEAN_EMU.2560  2560  2560   250     3    171.48    167.94     13.59     12.30  90867.16 0.40 0.75  4.13   2001.23   1438.00
boskop        STD_EMU.2560  2560  2560   250     3      0.29      0.29      0.18      0.06     32.62 0.00 0.00  0.12      0.00      0.00
boskop       STAT_EMU.2560  2560  2560   250     3    171.48      0.29    167.94      0.29     13.59      0.18     12.30      0.06  90867.16     32.62 0.40 0.00 0.75 0.00  4.13  0.12   2001.23      0.00   1438.00      0.00

boskop            EXE.2560  2560  2560   250     4    171.02
boskop            EXE.2560  2560  2560   250     4    171.20
boskop            EXE.2560  2560  2560   250     4    172.13
boskop            EXE.2560  2560  2560   250     4    172.21
boskop            EXE.2560  2560  2560   250     4    173.72
boskop            EXE.2560  2560  2560   250     4    172.53
boskop            EXE.2560  2560  2560   250     4    172.45
boskop            EXE.2560  2560  2560   250     4    173.22
boskop            EXE.2560  2560  2560   250     4    173.17
boskop            EXE.2560  2560  2560   250     4    172.64
boskop       STAT_EXE.2560  2560  2560   250     4    172.43      0.81
boskop            PRO.2560  2560  2560   250     4    176.07 --------- --------- ---------  92674.01 0.39 0.82  5.33   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     4    176.07 --------- --------- ---------  92674.01 0.39 0.82  5.33   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     4    176.72 --------- --------- ---------  92717.34 0.39 0.82  5.12   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     4    176.72 --------- --------- ---------  92717.34 0.39 0.82  5.12   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     4    176.53 --------- --------- ---------  92600.49 0.39 0.82  5.09   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     4    176.53 --------- --------- ---------  92600.49 0.39 0.82  5.09   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     4    175.85 --------- --------- ---------  92766.81 0.39 0.82  5.17   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     4    175.85 --------- --------- ---------  92766.81 0.39 0.82  5.17   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     4    176.20 --------- --------- ---------  92671.39 0.39 0.82  5.25   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     4    176.20 --------- --------- ---------  92671.39 0.39 0.82  5.25   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     4    176.41 --------- --------- ---------  92714.33 0.39 0.82  5.23   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     4    176.41 --------- --------- ---------  92714.33 0.39 0.82  5.23   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     4    176.23 --------- --------- ---------  92704.45 0.39 0.82  5.11   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     4    176.23 --------- --------- ---------  92704.45 0.39 0.82  5.11   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     4    178.37 --------- --------- ---------  92719.63 0.39 0.82  5.11   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     4    178.37 --------- --------- ---------  92719.63 0.39 0.82  5.11   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     4    177.78 --------- --------- ---------  92745.05 0.39 0.82  5.11   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     4    177.78 --------- --------- ---------  92745.05 0.39 0.82  5.11   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     4    178.38 --------- --------- ---------  92729.80 0.39 0.82  5.16   2015.98   1437.55
boskop       MEAN_PRO.2560  2560  2560   250     4    176.85 --------- --------- ---------  92704.33 0.39 0.82  5.17   2015.98   1437.55
boskop        STD_PRO.2560  2560  2560   250     4      0.91 --------- --------- ---------     44.16 0.00 0.00  0.07      0.00      0.00
boskop       STAT_PRO.2560  2560  2560   250     4    176.85      0.91 --------- --------- --------- --------- --------- ---------  92704.33     44.16 0.39 0.00 0.82 0.00  5.17  0.07   2015.98      0.00   1437.55      0.00
boskop            PRO.2560  2560  2560   250     4    178.38 --------- --------- ---------  92729.80 0.39 0.82  5.16   2015.98   1437.55
boskop       MEAN_PRO.2560  2560  2560   250     4    176.85 --------- --------- ---------  92704.33 0.39 0.82  5.17   2015.98   1437.55
boskop        STD_PRO.2560  2560  2560   250     4      0.91 --------- --------- ---------     44.16 0.00 0.00  0.07      0.00      0.00
boskop       STAT_PRO.2560  2560  2560   250     4    176.85      0.91 --------- --------- --------- --------- --------- ---------  92704.33     44.16 0.39 0.00 0.82 0.00  5.17  0.07   2015.98      0.00   1437.55      0.00
boskop            EMU.2560  2560  2560   250     4    169.23    165.70     14.07     12.59  90843.16 0.40 0.75  5.16   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     4    169.23    165.70     14.07     12.59  90843.16 0.40 0.75  5.16   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     4    234.04    230.44     15.53     12.36  90759.95 0.29 0.71  5.12   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     4    234.04    230.44     15.53     12.36  90759.95 0.29 0.71  5.12   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     4    216.31    212.63     19.08     12.90  90839.81 0.31 0.66  5.03   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     4    216.31    212.63     19.08     12.90  90839.81 0.31 0.66  5.03   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     4    198.74    195.12     18.34     13.19  90808.83 0.34 0.69  5.12   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     4    198.74    195.12     18.34     13.19  90808.83 0.34 0.69  5.12   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     4    171.61    168.07     14.10     12.54  90772.25 0.40 0.75  5.10   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     4    171.61    168.07     14.10     12.54  90772.25 0.40 0.75  5.10   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     4    214.24    210.64     14.30     12.68  90851.10 0.32 0.68  5.10   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     4    214.24    210.64     14.30     12.68  90851.10 0.32 0.68  5.10   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     4    217.94    214.26     20.66     13.10  90781.74 0.31 0.66  5.03   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     4    217.94    214.26     20.66     13.10  90781.74 0.31 0.66  5.03   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     4    297.30    293.61     20.44     13.23  90821.52 0.23 0.64  5.01   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     4    297.30    293.61     20.44     13.23  90821.52 0.23 0.64  5.01   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     4    170.88    167.27     14.14     12.55  90819.26 0.40 0.75  5.35   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     4    170.88    167.27     14.14     12.55  90819.26 0.40 0.75  5.35   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     4    170.69    167.15     14.33     12.47  90790.13 0.40 0.75  5.35   2015.41   1438.00
boskop       MEAN_EMU.2560  2560  2560   250     4    206.10    202.49     16.50     12.76  90808.78 0.34 0.70  5.14   2015.41   1438.00
boskop        STD_EMU.2560  2560  2560   250     4     38.09     38.04      2.66      0.30     30.01 0.06 0.04  0.12      0.00      0.00
boskop       STAT_EMU.2560  2560  2560   250     4    206.10     38.09    202.49     38.04     16.50      2.66     12.76      0.30  90808.78     30.01 0.34 0.06 0.70 0.04  5.14  0.12   2015.41      0.00   1438.00      0.00

boskop            EXE.2560  2560  2560   250     5    273.79
boskop            EXE.2560  2560  2560   250     5    290.68
boskop            EXE.2560  2560  2560   250     5    266.93
boskop            EXE.2560  2560  2560   250     5    295.79
boskop            EXE.2560  2560  2560   250     5    252.31
boskop            EXE.2560  2560  2560   250     5    267.81
boskop            EXE.2560  2560  2560   250     5    256.24
boskop            EXE.2560  2560  2560   250     5    302.09
boskop            EXE.2560  2560  2560   250     5    256.90
boskop            EXE.2560  2560  2560   250     5    272.58
boskop       STAT_EXE.2560  2560  2560   250     5    273.51     16.46
boskop            EMU.2560  2560  2560   250     4    170.69    167.15     14.33     12.47  90790.13 0.40 0.75  5.35   2015.41   1438.00
boskop       MEAN_EMU.2560  2560  2560   250     4    206.10    202.49     16.50     12.76  90808.78 0.34 0.70  5.14   2015.41   1438.00
boskop        STD_EMU.2560  2560  2560   250     4     38.09     38.04      2.66      0.30     30.01 0.06 0.04  0.12      0.00      0.00
boskop       STAT_EMU.2560  2560  2560   250     4    206.10     38.09    202.49     38.04     16.50      2.66     12.76      0.30  90808.78     30.01 0.34 0.06 0.70 0.04  5.14  0.12   2015.41      0.00   1438.00      0.00

boskop            EXE.2560  2560  2560   250     5    273.79
boskop            EXE.2560  2560  2560   250     5    290.68
boskop            EXE.2560  2560  2560   250     5    266.93
boskop            EXE.2560  2560  2560   250     5    295.79
boskop            EXE.2560  2560  2560   250     5    252.31
boskop            EXE.2560  2560  2560   250     5    267.81
boskop            EXE.2560  2560  2560   250     5    256.24
boskop            EXE.2560  2560  2560   250     5    302.09
boskop            EXE.2560  2560  2560   250     5    256.90
boskop            EXE.2560  2560  2560   250     5    272.58
boskop       STAT_EXE.2560  2560  2560   250     5    273.51     16.46
boskop            PRO.2560  2560  2560   250     5    248.43 --------- --------- ---------  92769.95 0.28 0.72  6.13   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     5    248.43 --------- --------- ---------  92769.95 0.28 0.72  6.13   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     5    311.50 --------- --------- ---------  92868.34 0.22 0.68  6.06   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     5    311.50 --------- --------- ---------  92868.34 0.22 0.68  6.06   2015.98   1437.55
