# ------------------------------------------------------------------------------
# host         exp-id     ttc     ttc     ttc     ttc     # comp.   mem  disk
#                       total    comp     mem    disk  apps  load  load  load
#                         sec     sec     sec     sec       MFLOP MByte MByte
# ------------------------------------------------------------------------------
boskop     WS.C.22.16 -------   52.28    0.07    0.40    22  6000     0     0
boskop     WS.C.22.17 -------   51.27    0.04    0.79    22  6000     0     0
boskop     WS.C.22.18 -------   51.62    0.04    0.76    22  6000     0     0
boskop     WS.C.22.19 -------   49.52    0.04    0.58    22  6000     0     0
boskop     WS.C.22.20 -------   51.90    0.05    0.47    22  6000     0     0
boskop     WS.C.22.21 -------   50.81    0.03    0.67    22  6000     0     0
boskop     WS.C.22.22 -------   52.08    0.10    0.55    22  6000     0     0
boskop     WS.C.22      53.13 ------- ------- -------    22  6000     0     0
boskop     WS.C.23.01 -------   53.43    0.00    0.43    23  6000     0     0
boskop     WS.C.23.02 -------   54.93    0.00    0.43    23  6000     0     0
boskop     WS.C.23.03 -------   50.20    0.00    0.75    23  6000     0     0
boskop     WS.C.23.04 -------   53.98    0.01    0.74    23  6000     0     0
boskop     WS.C.23.05 -------   51.90    0.03    0.73    23  6000     0     0
boskop     WS.C.23.06 -------   54.71    0.02    0.73    23  6000     0     0
boskop     WS.C.23.07 -------   54.57    0.04    0.72    23  6000     0     0
boskop     WS.C.23.08 -------   54.93    0.03    0.70    23  6000     0     0
boskop     WS.C.23.09 -------   54.18    0.02    0.69    23  6000     0     0
boskop     WS.C.23.10 -------   54.32    0.03    0.68    23  6000     0     0
boskop     WS.C.23.11 -------   53.19    0.03    0.66    23  6000     0     0
boskop     WS.C.23.12 -------   53.23    0.02    0.89    23  6000     0     0
boskop     WS.C.23.13 -------   54.01    0.04    1.02    23  6000     0     0
boskop     WS.C.23.14 -------   52.79    0.04    0.95    23  6000     0     0
boskop     WS.C.23.15 -------   53.76    0.04    0.73    23  6000     0     0
boskop     WS.C.23.16 -------   54.62    0.03    0.79    23  6000     0     0
boskop     WS.C.23.17 -------   54.89    0.03    0.44    23  6000     0     0
boskop     WS.C.23.18 -------   54.75    0.03    0.65    23  6000     0     0
boskop     WS.C.23.19 -------   54.55    0.04    0.90    23  6000     0     0
boskop     WS.C.23.20 -------   54.29    0.05    0.89    23  6000     0     0
boskop     WS.C.23.21 -------   54.46    0.04    0.87    23  6000     0     0
boskop     WS.C.23.22 -------   54.10    0.12    0.54    23  6000     0     0
boskop     WS.C.23.23 -------   53.13    0.12    0.56    23  6000     0     0
boskop     WS.C.23      55.47 ------- ------- -------    23  6000     0     0
boskop     WS.C.24.01 -------   57.07    0.00    0.47    24  6000     0     0
boskop     WS.C.24.02 -------   57.25    0.00    0.94    24  6000     0     0
boskop     WS.C.24.03 -------   56.43    0.01    1.11    24  6000     0     0
boskop     WS.C.24.04 -------   57.03    0.01    0.60    24  6000     0     0
boskop     WS.C.24.05 -------   57.23    0.01    0.43    24  6000     0     0
boskop     WS.C.24.06 -------   57.05    0.03    0.58    24  6000     0     0
boskop     WS.C.24.07 -------   56.60    0.02    1.02    24  6000     0     0
boskop     WS.C.24.08 -------   57.32    0.07    0.95    24  6000     0     0
boskop     WS.C.24.09 -------   56.87    0.07    1.06    24  6000     0     0
boskop     WS.C.24.10 -------   57.20    0.05    0.99    24  6000     0     0
boskop     WS.C.24.11 -------   56.98    0.04    0.97    24  6000     0     0
boskop     WS.C.24.12 -------   57.01    0.05    0.81    24  6000     0     0
boskop     WS.C.24.13 -------   55.32    0.04    0.78    24  6000     0     0
boskop     WS.C.24.14 -------   56.39    0.04    0.71    24  6000     0     0
boskop     WS.C.24.15 -------   56.26    0.03    1.04    24  6000     0     0
boskop     WS.C.24.16 -------   57.05    0.02    1.02    24  6000     0     0
boskop     WS.C.24.17 -------   57.09    0.03    1.01    24  6000     0     0
boskop     WS.C.24.18 -------   56.52    0.03    0.67    24  6000     0     0
boskop     WS.C.24.19 -------   57.00    0.02    0.95    24  6000     0     0
