# host                  id     x     y     z    t_real     t_cpu     t_mem      t_io       cpu util  eff  load       mem        io
boskop            EMU.1280  1280  1280   250     38.24     34.90      4.03      3.22  22926.32 0.45 0.75  1.23    684.33    360.00
boskop            EMU.1280  1280  1280   250     38.23     34.90      4.04      3.22  22924.78 0.45 0.75  1.26    684.33    360.00
boskop       MEAN_EMU.1280  1280  1280   250     38.30     34.96      4.02      3.22  22931.42 0.45 0.75  1.25    684.33    360.00
boskop        STD_EMU.1280  1280  1280   250      0.14      0.14      0.05      0.02      4.82 0.00 0.00  0.07      0.00      0.00
boskop       STAT_EMU.1280  1280  1280   250     38.30      0.14     34.96      0.14      4.02      0.05      3.22      0.02  22931.42      4.82 0.45 0.00 0.75 0.00  1.25  0.07    684.33      0.00    360.00      0.00

boskop            PRO.2560  2560  2560   250    149.76 --------- --------- ---------  92445.56 0.46 0.82  1.33   2016.00   1437.55
boskop            PRO.2560  2560  2560   250    149.03 --------- --------- ---------  92534.01 0.46 0.82  1.31   2016.05   1437.55
boskop            PRO.2560  2560  2560   250    150.54 --------- --------- ---------  92437.30 0.46 0.82  1.33   2016.05   1437.55
boskop            PRO.2560  2560  2560   250    150.06 --------- --------- ---------  92472.32 0.46 0.82  1.33   2016.05   1437.55
boskop            PRO.2560  2560  2560   250    149.57 --------- --------- ---------  92582.78 0.46 0.82  1.23   2015.99   1437.55
boskop            PRO.2560  2560  2560   250    150.24 --------- --------- ---------  92538.10 0.46 0.82  1.35   2015.99   1437.55
boskop            PRO.2560  2560  2560   250    150.14 --------- --------- ---------  92597.27 0.46 0.82  1.35   2015.99   1437.55
boskop            PRO.2560  2560  2560   250    150.70 --------- --------- ---------  92444.34 0.46 0.82  1.22   2016.05   1437.55
boskop            PRO.2560  2560  2560   250    152.57 --------- --------- ---------  92549.45 0.45 0.82  1.26   2015.99   1437.55
boskop            PRO.2560  2560  2560   250    149.60 --------- --------- ---------  92515.51 0.46 0.82  1.22   2016.05   1437.55
boskop       MEAN_PRO.2560  2560  2560   250    150.22 --------- --------- ---------  92511.67 0.46 0.82  1.29   2016.02   1437.55
boskop        STD_PRO.2560  2560  2560   250      0.91 --------- --------- ---------     55.68 0.00 0.00  0.05      0.03      0.00
boskop       STAT_PRO.2560  2560  2560   250    150.22      0.91 --------- --------- --------- --------- --------- ---------  92511.67     55.68 0.46 0.00 0.82 0.00  1.29  0.05   2016.02      0.03   1437.55      0.00
boskop            EMU.2560  2560  2560   250    144.25    140.91     11.72     12.42  90502.80 0.47 0.75  1.26   2016.45   1438.00
boskop            EMU.2560  2560  2560   250    144.14    140.80     11.86     12.37  90546.89 0.47 0.75  1.16   2016.45   1438.00
boskop            EMU.2560  2560  2560   250    144.55    141.21     11.88     12.30  90477.64 0.47 0.75  1.18   2016.45   1438.00
boskop            EMU.2560  2560  2560   250    144.47    141.13     11.91     12.35  90493.34 0.47 0.75  1.32   2016.45   1438.00
boskop            EMU.2560  2560  2560   250    144.11    140.78     11.77     12.01  90547.54 0.47 0.75  1.32   2016.45   1438.00
boskop            EMU.2560  2560  2560   250    143.55    140.21     11.87     12.12  90498.09 0.47 0.75  1.22   2016.44   1438.00
boskop            EMU.2560  2560  2560   250    144.13    140.79     11.37     12.09  90494.43 0.47 0.75  1.17   2016.45   1438.00
boskop            EMU.2560  2560  2560   250    143.90    140.57     11.84     12.00  90516.02 0.47 0.75  1.09   2016.45   1438.00
boskop            EMU.2560  2560  2560   250    142.98    139.64     11.83     12.12  90517.09 0.47 0.75  1.24   2016.45   1438.00
boskop            EMU.2560  2560  2560   250    144.17    140.83     11.87     12.03  90546.31 0.47 0.75  1.24   2016.45   1438.00
boskop       MEAN_EMU.2560  2560  2560   250    144.03    140.69     11.79     12.18  90514.01 0.47 0.75  1.22   2016.44   1438.00
boskop        STD_EMU.2560  2560  2560   250      0.44      0.44      0.15      0.15     24.03 0.00 0.00  0.07      0.00      0.00
boskop       STAT_EMU.2560  2560  2560   250    144.03      0.44    140.69      0.44     11.79      0.15     12.18      0.15  90514.01     24.03 0.47 0.00 0.75 0.00  1.22  0.07   2016.44      0.00   1438.00      0.00

boskop            PRO.5120  5120  5120   250    596.01 --------- --------- --------- 371625.88 0.47 0.82  1.42   7350.16   5750.10
boskop            PRO.5120  5120  5120   250    591.31 --------- --------- --------- 371177.54 0.47 0.82  1.37   7350.16   5750.10
boskop            PRO.5120  5120  5120   250    597.05 --------- --------- --------- 371876.28 0.47 0.82  1.43   7350.16   5750.10
boskop            PRO.5120  5120  5120   250    588.18 --------- --------- --------- 371252.28 0.47 0.82  1.43   7350.16   5750.10
boskop            PRO.5120  5120  5120   250    595.25 --------- --------- --------- 371961.57 0.47 0.82  1.41   7350.16   5750.10
boskop            PRO.5120  5120  5120   250    590.10 --------- --------- --------- 371160.13 0.47 0.82  1.36   7350.16   5750.10
boskop            PRO.5120  5120  5120   250    594.62 --------- --------- --------- 371932.46 0.47 0.82  1.30   7350.16   5750.10
boskop            PRO.5120  5120  5120   250    590.91 --------- --------- --------- 371135.23 0.47 0.82  1.42   7350.16   5750.10
boskop            PRO.5120  5120  5120   250    595.30 --------- --------- --------- 371961.70 0.47 0.82  1.31   7350.16   5750.10
boskop            PRO.5120  5120  5120   250    589.63 --------- --------- --------- 371254.53 0.47 0.82  1.30   7350.16   5750.10
boskop       MEAN_PRO.5120  5120  5120   250    592.84 --------- --------- --------- 371533.76 0.47 0.82  1.38   7350.16   5750.10
boskop        STD_PRO.5120  5120  5120   250      2.97 --------- --------- ---------    351.20 0.00 0.00  0.05      0.00      0.00
boskop       STAT_PRO.5120  5120  5120   250    592.84      2.97 --------- --------- --------- --------- --------- --------- 371533.76    351.20 0.47 0.00 0.82 0.00  1.38  0.05   7350.16      0.00   5750.10      0.00
boskop            EMU.5120  5120  5120   250    563.41    560.02     43.43     46.09 361778.23 0.48 0.76  1.30   7350.33   5751.00
boskop            EMU.5120  5120  5120   250    569.33    566.01     42.98     45.60 361773.70 0.47 0.75  1.21   7350.33   5751.00
boskop            EMU.5120  5120  5120   250    569.11    565.78     43.19     45.99 361832.51 0.48 0.75  1.12   7350.33   5751.00
boskop            EMU.5120  5120  5120   250    563.82    560.48     43.26     46.17 362506.43 0.48 0.76  1.12   7350.33   5751.00
boskop            EMU.5120  5120  5120   250    564.20    560.86     43.45     46.60 362498.83 0.48 0.76  1.25   7350.33   5751.00
boskop            EMU.5120  5120  5120   250    566.12    562.78     43.26     46.29 362508.62 0.48 0.75  1.27   7350.33   5751.00
boskop            EMU.5120  5120  5120   250    566.54    563.20     43.30     46.10 362574.22 0.48 0.75  1.17   7350.33   5751.00
boskop            EMU.5120  5120  5120   250    565.98    562.65     43.22     46.03 361482.54 0.48 0.75  1.25   7350.33   5751.00
boskop            EMU.5120  5120  5120   250    567.98    564.64     42.76     46.46 362468.95 0.48 0.75  1.25   7350.33   5751.00
boskop            EMU.5120  5120  5120   250    566.40    563.06     43.22     46.80 362622.21 0.48 0.75  1.14   7350.33   5751.00
boskop       MEAN_EMU.5120  5120  5120   250    566.29    562.95     43.21     46.21 362204.63 0.48 0.75  1.21   7350.33   5751.00
boskop        STD_EMU.5120  5120  5120   250      1.98      1.99      0.19      0.32    409.67 0.00 0.00  0.06      0.00      0.00
boskop       STAT_EMU.5120  5120  5120   250    566.29      1.98    562.95      1.99     43.21      0.19     46.21      0.32 362204.63    409.67 0.48 0.00 0.75 0.00  1.21  0.06   7350.33      0.00   5751.00      0.00

boskop           PRO.10240 10240 10240   250   2063.00 --------- --------- ---------      0.00 0.00 0.00  1.31  28694.50  23000.20
